Sub_Model,RiskFactor_NM,X1_Var,X2_Var,RiskFactor,X1_Val,X2_Val,Calc_Type,On_Off,Monotonicity,Fixed,Key
HT,11FICO,FICO,,-0.3662732532661637,640,0,DIM_1,Y,-1,,HT_11FICO_640_0
HT,11FICO,FICO,,-0.4522978638816418,680,0,DIM_1,Y,-1,,HT_11FICO_680_0
HT,11FICO,FICO,,-0.6229503271120878,720,0,DIM_1,Y,-1,,HT_11FICO_720_0
HT,11FICO,FICO,,-0.6843283769215224,750,0,DIM_1,Y,-1,,HT_11FICO_750_0
HT,11FICO,FICO,,-0.753261361225827,780,0,DIM_1,Y,-1,,HT_11FICO_780_0
HT,12CLTV,CLTV,,-0.3662732532661637,50,0,DIM_1,Y,-1,,HT_12CLTV_50_0
HT,12CLTV,CLTV,,-0.41873634787760117,60,0,DIM_1,Y,-1,,HT_12CLTV_60_0
HT,12CLTV,CLTV,,-0.5397655853755493,70,0,DIM_1,Y,-1,,HT_12CLTV_70_0
HT,12CLTV,CLTV,,-0.7168503256867402,80,0,DIM_1,Y,-1,,HT_12CLTV_80_0
HT,12CLTV,CLTV,,-0.8183840767772852,85,0,DIM_1,Y,-1,,HT_12CLTV_85_0
HT,12CLTV,CLTV,,-0.8206009935521885,90,0,DIM_1,Y,-1,,HT_12CLTV_90_0
HT,12CLTV,CLTV,,-0.9657833899716204,95,0,DIM_1,Y,-1,,HT_12CLTV_95_0
HT,16PPURPC,PPURPC,,0.44531426326583073,0,0,DIM_0,Y,,,HT_16PPURPC_0_0
HT,16PPURPP,PPURPP,,0.45799293683096237,0,0,DIM_0,Y,,,HT_16PPURPP_0_0
HT,16PPURPR,PPURPR,,0.05811346915205047,0,0,DIM_0,Y,,,HT_16PPURPR_0_0
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952930148145435,-400,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952912133277964,-400,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952894118410493,-400,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952876103543022,-400,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.29528580886755507,-400,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.29528400738080796,-400,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.29528220589406085,-400,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.29528040440731373,-400,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952786029205666,-400,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952768014338195,-400,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952749999470724,-400,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952731984603253,-400,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2952713969735782,-400,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895579197246122,-300,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38955611823786507,-300,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38955431675111796,-300,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38955251526437085,-300,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38955071377762374,-300,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895489122908766,-300,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895471108041295,-300,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895453093173824,-300,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895435078306353,-300,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895417063438882,-300,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3895399048571411,-300,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38953810337039396,-300,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38953630188364685,-300,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.48382282463468085,-200,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.48382102314793374,-200,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838192216611866,-200,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838174201744395,-200,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838156186876924,-200,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838138172009453,-200,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838120157141982,-200,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838102142274511,-200,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.48380841274070396,-200,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.48380661125395685,-200,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.48380480976720974,-200,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.48380300828046263,-200,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4838012067937155,-200,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780877295447495,-100,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780859280580024,-100,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780841265712553,-100,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780823250845082,-100,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780805235977611,-100,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.578078722111014,-100,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780769206242669,-100,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780751191375197,-100,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780733176507726,-100,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780715161640255,-100,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780697146772784,-100,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780679131905313,-100,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5780661117037842,-100,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.9676595506248176,-50,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.5156085211935864,-50,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.5075645022705975,-50,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.5075644588103478,-50,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.5074502915197452,-50,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.2033677622643348,-50,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.1221394546010746,-50,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.118344466020168,-50,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.0336849901439618,-50,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.9172842935185959,-50,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.7915873264898208,-50,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.7737168746983991,-50,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.6723310166138529,-50,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.9699773840585832,0,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.873823409812297,0,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.7745243793786438,0,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.6728460027336762,0,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.5690600300148332,0,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.4753951055853602,0,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.3724500573009362,0,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.2702027586335314,0,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.170332531868434,0,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.075962002460946,0,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.9709570576871613,0,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.8705867947614869,0,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.7684348240926477,0,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_500
