Sub_Model,RiskFactor_NM,X1_Var,X2_Var,RiskFactor,X1_Val,X2_Val,Calc_Type,On_Off,Monotonicity,Fixed,Key
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3879696979097877,-400,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3723343540549826,-400,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2850967167917892,-400,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.18421763799448343,-400,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.08804797791698432,-400,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.0013314763847082633,-400,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.09371368549505218,-400,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.16394770211526746,-400,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-400_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5575745502147813,-300,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.5561934529031404,-300,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4225963243875111,-300,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.41350527063886017,-300,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.40670511455831576,-300,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.39196532965151243,-300,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.38600808292454,-300,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2914796543394163,-300,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.18554084422268163,-300,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.08804848699816759,-300,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.0008153775777296687,-300,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.0888589374330098,-300,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.16394770172523615,-300,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-300_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.6000607038515615,-200,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.598779419407579,-200,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4226202559341644,-200,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.41552949939327516,-200,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4111748701427007,-200,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3988335659805188,-200,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3955034667645123,-200,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.296225711315423,-200,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.18678474899627595,-200,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.08804848731270991,-200,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.002962231540167601,-200,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.0840041893709674,-200,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.16394770172419165,-200,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-200_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.6312013464276685,-100,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.6301026153000495,-100,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4226415414970793,-100,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4170787844129339,-100,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4142219843513556,-100,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.40394739359783605,-100,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.40154313426931854,-100,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.2996494358047037,-100,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.1878299370625981,-100,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.0880484876075365,-100,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.004820759072068241,-100,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.07914944130892501,-100,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.16394770172314715,-100,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-100_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.7836040196134229,-50,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.7474185938534954,-50,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4302857824517954,-50,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.43028578241203963,-50,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.43028578190837885,-50,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.43028578148703206,-50,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.43025209527635366,-50,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3131661571437098,-50,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.18795029980089237,-50,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.0880484904460449,-50,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.004820800107322277,-50,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.07914936342255767,-50,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.16394770172210266,-50,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_-50_500
HT,J02INC_13LNSZ,SPREAD,LNSZ,1.0374783551986755,0,70,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_70
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.922872770634343,0,85,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_85
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.8605666685181764,0,105,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_105
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.745232363012624,0,120,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_120
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.6429140065473631,0,140,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_140
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.539934521008772,0,165,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_165
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.4331038724365949,0,200,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_200
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.3372661505206411,0,250,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_250
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.23151489304797765,0,300,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_300
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.1291061791883183,0,350,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_350
HT,J02INC_13LNSZ,SPREAD,LNSZ,0.042343620330523295,0,400,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_400
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.07329639903853534,0,450,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_450
HT,J02INC_13LNSZ,SPREAD,LNSZ,-0.16086179107066267,0,500,DIM_2,Y,1/-1,,HT_J02INC_13LNSZ_0_500
